token,label
da,I-AUTO
ni,I-AUTO
de,I-AUTO
yang,I-AUTO
dag,I-AUTO
par,I-AUTO
brjod,I-AUTO
pa,I-AUTO
ji,I-AUTO
ltar,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
bshad,I-AUTO
par,I-AUTO
bya,I-AUTO
ste/,I-AUTO
de,I-AUTO
yang,I-AUTO
rnam,I-AUTO
pa,I-AUTO
gsum,I-AUTO
mo//,I-AUTO
gsum,I-AUTO
gang,I-AUTO
zhe,I-AUTO
na/,I-AUTO
'di,I-AUTO
ltar/,I-AUTO
mtshan,I-AUTO
yon,I-AUTO
tan,I-AUTO
gyi,I-AUTO
don,I-AUTO
du,I-AUTO
bltas,I-AUTO
te/,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
dang,I-AUTO
/,I-AUTO
mtshan,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
kyi,I-AUTO
don,I-AUTO
du,I-AUTO
bltas,I-AUTO
te,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
dang,I-AUTO
/,I-AUTO
mtshan,I-AUTO
gnyis,I-AUTO
su,I-AUTO
med,I-AUTO
pa'i,I-AUTO
don,I-AUTO
du,I-AUTO
bltas,I-AUTO
te,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
lo//,I-AUTO
de,I-AUTO
la,I-AUTO
mtshan,I-AUTO
yon,I-AUTO
tan,I-AUTO
gyi,I-AUTO
don,I-AUTO
du,I-AUTO
btlas,I-AUTO
te,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
ji,I-AUTO
ltar,I-AUTO
brjod,I-AUTO
ce,I-AUTO
na/,I-AUTO
'di,I-AUTO
la,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
bu'am/,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
bu,I-AUTO
mo,I-AUTO
gang,I-AUTO
la,I-AUTO
la,I-AUTO
dag/,I-AUTO
bla,I-AUTO
na,I-AUTO
med,I-AUTO
pa,I-AUTO
yang,I-AUTO
dag,I-AUTO
par,I-AUTO
rdzogs,I-AUTO
pa'i,I-AUTO
byang,I-AUTO
chub,I-AUTO
tu,I-AUTO
sems,I-AUTO
bskyed,I-AUTO
cing,I-AUTO
/,I-AUTO
theg,I-AUTO
pa,I-AUTO
chen,I-AUTO
po'i,I-AUTO
sgor,I-AUTO
zhugs,I-AUTO
pa/,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
la,I-AUTO
shes,I-AUTO
nas,I-AUTO
dad,I-AUTO
pa,I-AUTO
dang,I-AUTO
ldan,I-AUTO
pa,I-AUTO
rnams,I-AUTO
kyis/,I-AUTO
thog,I-AUTO
ma,I-AUTO
nyid,I-AUTO
du,I-AUTO
bcom,I-AUTO
ldan,I-AUTO
'das,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
ye,I-AUTO
shes,I-AUTO
sems,I-AUTO
dpa',I-AUTO
ni/,I-AUTO
phyogs,I-AUTO
bcu'i,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
bdag,I-AUTO
nyid,I-AUTO
chen,I-AUTO
po//,I-AUTO
de,I-AUTO
dag,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
yon,I-AUTO
tan,I-AUTO
phun,I-AUTO
sum,I-AUTO
tshogs,I-AUTO
pa,I-AUTO
dang,I-AUTO
ldan,I-AUTO
pa/,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
thugs,I-AUTO
rje,I-AUTO
dang,I-AUTO
mdzad,I-AUTO
pa,I-AUTO
rgyun,I-AUTO
mi,I-AUTO
'chad,I-AUTO
pas/,I-AUTO
nam,I-AUTO
mkha',I-AUTO
dbyings,I-AUTO
kyi,I-AUTO
mtha',I-AUTO
klas,I-AUTO
pa'i,I-AUTO
sangs,I-AUTO
rgas,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
dgongs,I-AUTO
pa,I-AUTO
sgrub,I-AUTO
cing,I-AUTO
/,I-AUTO
sems,I-AUTO
can,I-AUTO
kyi,I-AUTO
khams,I-AUTO
ma,I-AUTO
lus,I-AUTO
shing,I-AUTO
lus,I-AUTO
pa,I-AUTO
med,I-AUTO
pa,I-AUTO
thams,I-AUTO
cad,I-AUTO
ki,I-AUTO
re,I-AUTO
ba,I-AUTO
yongs,I-AUTO
su,I-AUTO
skong,I-AUTO
ba'i,I-AUTO
phrin,I-AUTO
las,I-AUTO
mdzad,I-AUTO
pa/,I-AUTO
rtag,I-AUTO
tu,I-AUTO
sems,I-AUTO
can,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
mdun,I-AUTO
na,I-AUTO
bzhugs,I-AUTO
pa,I-AUTO
ste//,I-AUTO
de,I-AUTO
bas,I-AUTO
na,I-AUTO
gang,I-AUTO
gis,I-AUTO
'di'i,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
pa,I-AUTO
de,I-AUTO
la,I-AUTO
ni/,I-AUTO
bskal,I-AUTO
pa,I-AUTO
ganga'i,I-AUTO
klung,I-AUTO
gi,I-AUTO
bye,I-AUTO
ma,I-AUTO
snyed,I-AUTO
du,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
pas/,I-AUTO
de,I-AUTO
la,I-AUTO
dper,I-AUTO
bzod,I-AUTO
pa,I-AUTO
ma,I-AUTO
yin,I-AUTO
no,I-AUTO
zhes,I-AUTO
dang,I-AUTO
ba'i,I-AUTO
dad,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
mos,I-AUTO
pas,I-AUTO
mngon,I-AUTO
du,I-AUTO
byas,I-AUTO
te/,I-AUTO
de,I-AUTO
yang,I-AUTO
sems,I-AUTO
can,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
don,I-AUTO
bsgrub,I-AUTO
par,I-AUTO
bya,I-AUTO
ba'i,I-AUTO
phyir,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
zhes,I-AUTO
smon,I-AUTO
lam,I-AUTO
gyis,I-AUTO
'phangs,I-AUTO
pa'i,I-AUTO
bsam,I-AUTO
pas/,I-AUTO
byang,I-AUTO
chub,I-AUTO
tu,I-AUTO
sems,I-AUTO
bskyed,I-AUTO
nas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
yang,I-AUTO
mos,I-AUTO
pa'i,I-AUTO
dbang,I-AUTO
gis,I-AUTO
'di,I-AUTO
ltar,I-AUTO
yid,I-AUTO
la,I-AUTO
byed,I-AUTO
pa,I-AUTO
bzhag,I-AUTO
par,I-AUTO
bya,I-AUTO
ste/,I-AUTO
bcom,I-AUTO
ldan,I-AUTO
'das,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
ye,I-AUTO
shes,I-AUTO
sems,I-AUTO
dpa',I-AUTO
ni/,I-AUTO
'di,I-AUTO
lta,I-AUTO
bu'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
can,I-AUTO
rnams,I-AUTO
thams,I-AUTO
cad,I-AUTO
mkhyen,I-AUTO
pa'i,I-AUTO
ye,I-AUTO
shes,I-AUTO
dang,I-AUTO
/,I-AUTO
thugs,I-AUTO
rje,I-AUTO
dang,I-AUTO
byams,I-AUTO
pa'i,I-AUTO
mnga',I-AUTO
bdag,I-AUTO
pas/,I-AUTO
rtag,I-AUTO
tu,I-AUTO
gdul,I-AUTO
bya,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
mdun,I-AUTO
na,I-AUTO
gnas,I-AUTO
pa'i,I-AUTO
phyir/,I-AUTO
bdag,I-AUTO
gis,I-AUTO
de'i,I-AUTO
sku,I-AUTO
khyad,I-AUTO
par,I-AUTO
can,I-AUTO
mdun,I-AUTO
du,I-AUTO
yid,I-AUTO
la,I-AUTO
byas,I-AUTO
kyang,I-AUTO
rung,I-AUTO
ma,I-AUTO
byas,I-AUTO
kyang,I-AUTO
rung,I-AUTO
ste,I-AUTO
rtag,I-AUTO
tu,I-AUTO
mdun,I-AUTO
na,I-AUTO
gnas,I-AUTO
pa'i,I-AUTO
phyir/,I-AUTO
de,I-AUTO
la,I-AUTO
mchod,I-AUTO
pa,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
don,I-AUTO
du,I-AUTO
bsam,I-AUTO
pa,I-AUTO
g.yeng,I-AUTO
ba,I-AUTO
med,I-AUTO
pas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
gzhan,I-AUTO
du,I-AUTO
na,I-AUTO
bcom,I-AUTO
ldan,I-AUTO
'das,I-AUTO
kyi,I-AUTO
rang,I-AUTO
bzhin,I-AUTO
ni,I-AUTO
de,I-AUTO
lta,I-AUTO
bu,I-AUTO
yin,I-AUTO
mod,I-AUTO
kyi/,I-AUTO
'on,I-AUTO
kyang,I-AUTO
de'i,I-AUTO
sku,I-AUTO
bzang,I-AUTO
po,I-AUTO
khyad,I-AUTO
par,I-AUTO
can,I-AUTO
yid,I-AUTO
la,I-AUTO
byas,I-AUTO
na/,I-AUTO
bdag,I-AUTO
dang,I-AUTO
gzhan,I-AUTO
gyi,I-AUTO
don,I-AUTO
phun,I-AUTO
sum,I-AUTO
tshogs,I-AUTO
pa,I-AUTO
la,I-AUTO
byin,I-AUTO
gyis,I-AUTO
rlobs,I-AUTO
par,I-AUTO
'gyur,I-AUTO
ro,I-AUTO
zhes,I-AUTO
shes,I-AUTO
par,I-AUTO
byas,I-AUTO
nas/,I-AUTO
mdun,I-AUTO
gyi,I-AUTO
nam,I-AUTO
mkha',I-AUTO
la,I-AUTO
rang,I-AUTO
gi,I-AUTO
yid,I-AUTO
las,I-AUTO
sprul,I-AUTO
pa'i,I-AUTO
rin,I-AUTO
po,I-AUTO
che'i,I-AUTO
rang,I-AUTO
bzhin,I-AUTO
gyi,I-AUTO
dpag,I-AUTO
bsam,I-AUTO
gyi,I-AUTO
shing,I-AUTO
chen,I-AUTO
po,I-AUTO
rgyas,I-AUTO
pa'i,I-AUTO
sgrib,I-AUTO
ma,I-AUTO
la/,I-AUTO
rin,I-AUTO
po,I-AUTO
che,I-AUTO
padma'i,I-AUTO
gdan,I-AUTO
dang,I-AUTO
zla,I-AUTO
ba'i,I-AUTO
dkyil,I-AUTO
'khor,I-AUTO
la,I-AUTO
bzhugs,I-AUTO
pa'i,I-AUTO
bcom,I-AUTO
ldan,I-AUTO
'das,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
gzhon,I-AUTO
nu/,I-AUTO
sku,I-AUTO
mdog,I-AUTO
kha,I-AUTO
ba,I-AUTO
la,I-AUTO
gur,I-AUTO
gum,I-AUTO
gtor,I-AUTO
ba,I-AUTO
lta,I-AUTO
bu/,I-AUTO
sna,I-AUTO
tshogs,I-AUTO
kyi,I-AUTO
na,I-AUTO
bza',I-AUTO
mnabs,I-AUTO
pa/,I-AUTO
phyag,I-AUTO
g.yon,I-AUTO
na,I-AUTO
utpala,I-AUTO
sngon,I-AUTO
po,I-AUTO
rgyas,I-AUTO
pa,I-AUTO
bsnams,I-AUTO
pa/,I-AUTO
g.yas,I-AUTO
pas,I-AUTO
mchog,I-AUTO
sbyin,I-AUTO
pa,I-AUTO
can/,I-AUTO
'khor,I-AUTO
los,I-AUTO
bsgyur,I-AUTO
ba'i,I-AUTO
rgyal,I-AUTO
po,I-AUTO
chos,I-AUTO
pa,I-AUTO
ltar,I-AUTO
rgyan,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyis,I-AUTO
brgyan,I-AUTO
pa,I-AUTO
bsam,I-AUTO
ste/,I-AUTO
de'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
mngon,I-AUTO
par,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
don,I-AUTO
du/,I-AUTO
g.yeng,I-AUTO
ba,I-AUTO
med,I-AUTO
pa'i,I-AUTO
yid,I-AUTO
la,I-AUTO
byed,I-AUTO
pas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
yang,I-AUTO
na,I-AUTO
sku,I-AUTO
mdog,I-AUTO
phyag,I-AUTO
mtshan,I-AUTO
ni,I-AUTO
glegs,I-AUTO
bam,I-AUTO
dang,I-AUTO
/,I-AUTO
ral,I-AUTO
gri,I-AUTO
dang,I-AUTO
/,I-AUTO
chos,I-AUTO
'chad,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
zla,I-AUTO
ba'i,I-AUTO
kha,I-AUTO
dog,I-AUTO
dang,I-AUTO
gser,I-AUTO
btso,I-AUTO
mo'i,I-AUTO
kha,I-AUTO
dog,I-AUTO
la,I-AUTO
sogs,I-AUTO
te/,I-AUTO
ji,I-AUTO
ltar,I-AUTO
mos,I-AUTO
pa,I-AUTO
bzhin,I-AUTO
du,I-AUTO
yid,I-AUTO
la,I-AUTO
bya'o//,I-AUTO
mchod,I-AUTO
par,I-AUTO
brjod,I-AUTO
pa,I-AUTO
rdzogs,I-AUTO
nas,I-AUTO
'dod,I-AUTO
pa'i,I-AUTO
don,I-AUTO
la,I-AUTO
gsol,I-AUTO
ba,I-AUTO
btab,I-AUTO
ste/,I-AUTO
yongs,I-AUTO
su,I-AUTO
dag,I-AUTO
pa'i,I-AUTO
zhing,I-AUTO
khams,I-AUTO
su,I-AUTO
gshegs,I-AUTO
su,I-AUTO
gsol,I-AUTO
nas,I-AUTO
ldang,I-AUTO
bar,I-AUTO
bya'o//,I-AUTO
yang,I-AUTO
na/,I-AUTO
'dul,I-AUTO
ba'i,I-AUTO
dbabg,I-AUTO
gis,I-AUTO
'di,I-AUTO
ltar,I-AUTO
bsam,I-AUTO
par,I-AUTO
bya,I-AUTO
ste/,I-AUTO
bcom,I-AUTO
ldan,I-AUTO
'das,I-AUTO
nyid,I-AUTO
snga,I-AUTO
ma,I-AUTO
bzhin,I-AUTO
du,I-AUTO
bsam,I-AUTO
pa'i,I-AUTO
steng,I-AUTO
gi,I-AUTO
phyogs,I-AUTO
su/,I-AUTO
bcom,I-AUTO
ldan,I-AUTO
'das,I-AUTO
shakya,I-AUTO
thub,I-AUTO
pa,I-AUTO
la,I-AUTO
srtsogs,I-AUTO
pa,I-AUTO
phyogs,I-AUTO
bcu'i,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
thams,I-AUTO
cad,I-AUTO
rab,I-AUTO
tu,I-AUTO
byung,I-AUTO
ba'i,I-AUTO
tshul,I-AUTO
gyis,I-AUTO
bzhugs,I-AUTO
par,I-AUTO
bsam,I-AUTO
mo//,I-AUTO
de'i,I-AUTO
g.yas,I-AUTO
kyi,I-AUTO
phyogs,I-AUTO
su,I-AUTO
ni,I-AUTO
byang,I-AUTO
chub,I-AUTO
sems,I-AUTO
dpa',I-AUTO
byams,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
kun,I-AUTO
tu,I-AUTO
bzang,I-AUTO
po,I-AUTO
dang,I-AUTO
/,I-AUTO
spyan,I-AUTO
ras,I-AUTO
gzigs,I-AUTO
dbang,I-AUTO
phyug,I-AUTO
dang,I-AUTO
phyag,I-AUTO
na,I-AUTO
rdo,I-AUTO
rje,I-AUTO
dang,I-AUTO
/,I-AUTO
sa'i,I-AUTO
snying,I-AUTO
po,I-AUTO
dang,I-AUTO
/,I-AUTO
nam,I-AUTO
mkha'i,I-AUTO
snying,I-AUTO
po,I-AUTO
dang,I-AUTO
/,I-AUTO
sgrib,I-AUTO
pa,I-AUTO
rnam,I-AUTO
par,I-AUTO
sel,I-AUTO
ba,I-AUTO
la,I-AUTO
sogs,I-AUTO
te/,I-AUTO
bskal,I-AUTO
pa,I-AUTO
bzang,I-AUTO
po'i,I-AUTO
byang,I-AUTO
chub,I-AUTO
sems,I-AUTO
dpa',I-AUTO
rnams,I-AUTO
khyim,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
gyis,I-AUTO
rgyan,I-AUTO
ma,I-AUTO
spangs,I-AUTO
pa'i,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
du,I-AUTO
bzhugs,I-AUTO
par,I-AUTO
bsam,I-AUTO
mo//,I-AUTO
de'i,I-AUTO
g.yon,I-AUTO
gyi,I-AUTO
phyogs,I-AUTO
su,I-AUTO
'phags,I-AUTO
pa,I-AUTO
shari'i,I-AUTO
bu,I-AUTO
dang,I-AUTO
/,I-AUTO
mo'u,I-AUTO
gol,I-AUTO
gyi,I-AUTO
bu,I-AUTO
dang,I-AUTO
/,I-AUTO
rab,I-AUTO
'byor,I-AUTO
dang,I-AUTO
/,I-AUTO
kun,I-AUTO
dga',I-AUTO
bo,I-AUTO
la,I-AUTO
sogs,I-AUTO
te/,I-AUTO
dgra,I-AUTO
bcom,I-AUTO
pa,I-AUTO
chen,I-AUTO
po,I-AUTO
rnams,I-AUTO
rab,I-AUTO
tu,I-AUTO
byung,I-AUTO
ba'i,I-AUTO
tshul,I-AUTO
gyis,I-AUTO
bzhugs,I-AUTO
par,I-AUTO
bsam,I-AUTO
mo//,I-AUTO
de'i,I-AUTO
'og,I-AUTO
gi,I-AUTO
phyogs,I-AUTO
su,I-AUTO
lha'i,I-AUTO
bu,I-AUTO
dbang,I-AUTO
phyug,I-AUTO
chen,I-AUTO
po,I-AUTO
la,I-AUTO
sogs,I-AUTO
te,I-AUTO
gtsang,I-AUTO
ma,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
lha,I-AUTO
rnams,I-AUTO
dang,I-AUTO
/,I-AUTO
tshangs,I-AUTO
pa,I-AUTO
chen,I-AUTO
po,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
gzugs,I-AUTO
kyi,I-AUTO
khams,I-AUTO
na,I-AUTO
spyod,I-AUTO
pa'i,I-AUTO
lha'i,I-AUTO
bu,I-AUTO
rnams,I-AUTO
kha,I-AUTO
dog,I-AUTO
dkar,I-AUTO
po,I-AUTO
rgyan,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyis,I-AUTO
brgyan,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
brgya,I-AUTO
byin,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
sum,I-AUTO
cu,I-AUTO
rtsa,I-AUTO
gsum,I-AUTO
gyi,I-AUTO
lha,I-AUTO
rnams,I-AUTO
kha,I-AUTO
dog,I-AUTO
sna,I-AUTO
tshogs,I-AUTO
rgyan,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyis,I-AUTO
brgyan,I-AUTO
par,I-AUTO
bsam,I-AUTO
ste/,I-AUTO
de,I-AUTO
rnams,I-AUTO
kyi,I-AUTO
mdun,I-AUTO
du,I-AUTO
bdag,I-AUTO
gis,I-AUTO
phyag,I-AUTO
btsal,I-AUTO
ba,I-AUTO
dang,I-AUTO
/,I-AUTO
mchod,I-AUTO
pa,I-AUTO
la,I-AUTO
srtsogs,I-AUTO
pa'i,I-AUTO
yan,I-AUTO
lag,I-AUTO
bdun,I-AUTO
dang,I-AUTO
ldan,I-AUTO
pa'i,I-AUTO
smon,I-AUTO
lam,I-AUTO
gyi,I-AUTO
sgo,I-AUTO
nas,I-AUTO
byang,I-AUTO
chub,I-AUTO
chen,I-AUTO
por,I-AUTO
sems,I-AUTO
bskyed,I-AUTO
nas/,I-AUTO
de,I-AUTO
dag,I-AUTO
thams,I-AUTO
cad,I-AUTO
la,I-AUTO
mchod,I-AUTO
pa'i,I-AUTO
don,I-AUTO
du,I-AUTO
bcom,I-AUTO
ldan,I-AUTO
'das,I-AUTO
kyi,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
la,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa,I-AUTO
rnams,I-AUTO
ni/,I-AUTO
rdo,I-AUTO
rje,I-AUTO
rin,I-AUTO
po,I-AUTO
che,I-AUTO
las,I-AUTO
grub,I-AUTO
pa'i,I-AUTO
seng+ge'i,I-AUTO
khri,I-AUTO
dang,I-AUTO
/,I-AUTO
rin,I-AUTO
po,I-AUTO
che'i,I-AUTO
padma,I-AUTO
dang,I-AUTO
/,I-AUTO
nyi,I-AUTO
ma,I-AUTO
dang,I-AUTO
zla,I-AUTO
ba'i,I-AUTO
dkyil,I-AUTO
'khor,I-AUTO
gyi,I-AUTO
gdan,I-AUTO
la,I-AUTO
mnyam,I-AUTO
pa'i,I-AUTO
skyil,I-AUTO
m,I-AUTO
krung,I-AUTO
dang,I-AUTO
/,I-AUTO
mnyam,I-AUTO
bzhag,I-AUTO
gi,I-AUTO
phyag,I-AUTO
rgya,I-AUTO
dang,I-AUTO
/,I-AUTO
chos,I-AUTO
'chad,I-AUTO
pa'i,I-AUTO
phyag,I-AUTO
rgya,I-AUTO
can,I-AUTO
du'o//,I-AUTO
byang,I-AUTO
chub,I-AUTO
sems,I-AUTO
dpa',I-AUTO
rnams,I-AUTO
ni,I-AUTO
rin,I-AUTO
po,I-AUTO
che'i,I-AUTO
padma,I-AUTO
dang,I-AUTO
/,I-AUTO
zla,I-AUTO
ba'i,I-AUTO
dkyil,I-AUTO
'khor,I-AUTO
la,I-AUTO
zhabs,I-AUTO
g.yon,I-AUTO
pa,I-AUTO
phab,I-AUTO
pa'i,I-AUTO
skyil,I-AUTO
mo,I-AUTO
krung,I-AUTO
phyed,I-AUTO
ma,I-AUTO
dang,I-AUTO
/,I-AUTO
rang,I-AUTO
rang,I-AUTO
gi,I-AUTO
mtshan,I-AUTO
ma,I-AUTO
dang,I-AUTO
chos,I-AUTO
zhu,I-AUTO
ba'i,I-AUTO
phyag,I-AUTO
rgya,I-AUTO
can,I-AUTO
no//,I-AUTO
nyan,I-AUTO
thos,I-AUTO
chen,I-AUTO
po,I-AUTO
rnams,I-AUTO
ni/,I-AUTO
rin,I-AUTO
po,I-AUTO
che'i,I-AUTO
padma'i,I-AUTO
gdan,I-AUTO
la,I-AUTO
chos,I-AUTO
zhu,I-AUTO
ba'i,I-AUTO
tshul,I-AUTO
du,I-AUTO
bsam,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
lha'i,I-AUTO
bu,I-AUTO
rnams,I-AUTO
ni,I-AUTO
rang,I-AUTO
rang,I-AUTO
gi,I-AUTO
bzhon,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
mtshan,I-AUTO
ma,I-AUTO
dang,I-AUTO
ldan,I-AUTO
pa'am/,I-AUTO
yang,I-AUTO
na,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyang,I-AUTO
rin,I-AUTO
po,I-AUTO
che'i,I-AUTO
khri,I-AUTO
steng,I-AUTO
na,I-AUTO
chos,I-AUTO
zhu,I-AUTO
ba'i,I-AUTO
tshul,I-AUTO
can,I-AUTO
sha,I-AUTO
dag,I-AUTO
go//,I-AUTO
mchod,I-AUTO
pa,I-AUTO
rdzogs,I-AUTO
pa,I-AUTO
nas,I-AUTO
bshags,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
'dod,I-AUTO
pa'i,I-AUTO
don,I-AUTO
gsol,I-AUTO
ba,I-AUTO
bya,I-AUTO
ste/,I-AUTO
rang,I-AUTO
rang,I-AUTO
gi,I-AUTO
zhing,I-AUTO
dang,I-AUTO
gnas,I-AUTO
su,I-AUTO
gshegs,I-AUTO
su,I-AUTO
gsol,I-AUTO
te/,I-AUTO
ldang,I-AUTO
bar,I-AUTO
bya'o//,I-AUTO
spyan,I-AUTO
drang,I-AUTO
pa,I-AUTO
ni,I-AUTO
mi,I-AUTO
dgos,I-AUTO
te,I-AUTO
bsam,I-AUTO
pa,I-AUTO
tsam,I-AUTO
nyid,I-AUTO
kyis,I-AUTO
byin,I-AUTO
gyis,I-AUTO
rlob,I-AUTO
par,I-AUTO
'gyur,I-AUTO
ba'i,I-AUTO
phyir,I-AUTO
ro//,I-AUTO
de,I-AUTO
dag,I-AUTO
ni,I-AUTO
mtshan,I-AUTO
yon,I-AUTO
tan,I-AUTO
gyi,I-AUTO
don,I-AUTO
du,I-AUTO
bltas,I-AUTO
te,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
yid,I-AUTO
la,I-AUTO
byed,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
yin,I-AUTO
no//,I-AUTO
yon,I-AUTO
tan,I-AUTO
nyid,I-AUTO
kyi,I-AUTO
tshul,I-AUTO
ji,I-AUTO
lta,I-AUTO
bu,I-AUTO
yin,I-AUTO
zhe,I-AUTO
na/,I-AUTO
pha,I-AUTO
rol,I-AUTO
du,I-AUTO
phyin,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
dang,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
kyi,I-AUTO
tshul,I-AUTO
rnam,I-AUTO
pa,I-AUTO
gnyis,I-AUTO
yin,I-AUTO
no//,I-AUTO
de,I-AUTO
la,I-AUTO
pha,I-AUTO
rol,I-AUTO
tu,I-AUTO
phyin,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
du,I-AUTO
ni/,I-AUTO
'jig,I-AUTO
rten,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
nyan,I-AUTO
thos,I-AUTO
dang,I-AUTO
/,I-AUTO
rang,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
dang,I-AUTO
/,I-AUTO
byang,I-AUTO
chub,I-AUTO
sems,I-AUTO
dpa',I-AUTO
rnams,I-AUTO
dang,I-AUTO
thun,I-AUTO
mong,I-AUTO
du,I-AUTO
gyur,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa,I-AUTO
nyag,I-AUTO
gcig,I-AUTO
gi,I-AUTO
yon,I-AUTO
tan,I-AUTO
de,I-AUTO
dag,I-AUTO
dang,I-AUTO
thun,I-AUTO
mong,I-AUTO
ma,I-AUTO
yin,I-AUTO
pa'o//,I-AUTO
de,I-AUTO
la,I-AUTO
thun,I-AUTO
mong,I-AUTO
ni,I-AUTO
dge,I-AUTO
ba,I-AUTO
bcu'i,I-AUTO
las,I-AUTO
kyi,I-AUTO
lam,I-AUTO
dang,I-AUTO
/,I-AUTO
bsam,I-AUTO
gtan,I-AUTO
dang,I-AUTO
tshad,I-AUTO
med,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
snyoms,I-AUTO
par,I-AUTO
'jug,I-AUTO
pa'i,I-AUTO
lam,I-AUTO
gyis,I-AUTO
bsdus,I-AUTO
pa,I-AUTO
mngon,I-AUTO
par,I-AUTO
mtho,I-AUTO
ba'i,I-AUTO
'bras,I-AUTO
bu,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa,I-AUTO
rnams,I-AUTO
dang,I-AUTO
/,I-AUTO
gzhan,I-AUTO
yang,I-AUTO
bden,I-AUTO
pa,I-AUTO
bzhi,I-AUTO
dang,I-AUTO
/,I-AUTO
shes,I-AUTO
pa,I-AUTO
brgyad,I-AUTO
dang,I-AUTO
/,I-AUTO
rnam,I-AUTO
par,I-AUTO
thar,I-AUTO
pa,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
dge,I-AUTO
sbyong,I-AUTO
gi,I-AUTO
